Flight_ID,Flight_Date,Airline_ID,Aircraft_ID,Origin_Airport_ID,Destination_Airport_ID,Scheduled_Departure,Actual_Departure,Delay_Minutes,Delay_Reason,Status,Flight_Duration_Min,Distance_KM,Seat_Capacity,Passengers,Base_Fare_USD,Revenue_USD,Load_Factor_%,Season
FL00143,2023-12-28,AL009,AC002,AP013,AP030,2023-12-28 19:30:00,2023-12-28 19:41:00,11.0,Crew,Delayed,205,5498,300,210,384.0,80640,70.0,Winter
FL00144,2024-08-12,AL006,AC032,AP025,AP009,2024-08-12 11:00:00,2024-08-12 11:10:00,10.0,Technical,Delayed,353,8048,396,240,80.0,19200,60.60606060606061,Summer
FL00145,2023-01-26,AL007,AC029,AP022,AP017,2023-01-26 13:15:00,2023-01-26 13:27:00,12.0,Late Aircraft,Delayed,678,3811,220,151,82.0,12382,68.63636363636364,Winter
FL00146,2024-09-01,AL005,AC031,AP007,AP008,2024-09-01 12:00:00,2024-09-01 12:01:00,1.0,Security,Delayed,233,4083,300,219,563.0,123297,73.0,Autumn
FL00147,2024-09-21,AL001,AC016,AP009,AP026,2024-09-21 05:45:00,2024-09-21 05:46:00,1.0,Late Aircraft,Delayed,495,7157,189,116,443.0,51388,61.37566137566137,Autumn
FL00148,2024-04-22,AL002,AC032,AP026,AP030,2024-04-22 20:30:00,2024-04-22 20:40:00,10.0,Crew,Delayed,116,4131,396,325,378.0,122850,82.07070707070707,Spring
FL00149,2024-03-30,AL002,AC002,AP021,AP006,2024-03-30 14:00:00,2024-03-30 14:01:00,1.0,Weather,Delayed,147,1725,300,232,74.0,17168,77.33333333333333,Spring
FL00150,2024-03-18,AL006,AC038,AP024,AP011,2024-03-18 22:00:00,2024-03-18 22:13:00,13.0,Air Traffic,Delayed,536,4926,189,150,285.0,42750,79.36507936507937,Spring
FL00151,2024-08-16,AL006,AC004,AP028,AP012,2024-08-16 16:30:00,2024-08-16 16:34:00,4.0,Air Traffic,Delayed,235,931,180,160,362.0,73600,88.88888888888889,Summer
FL00152,2024-02-10,AL009,AC019,AP007,AP001,2024-02-10 22:30:00,2024-02-11 01:21:00,171.0,Air Traffic,Severely Delayed,53,6538,296,234,157.0,36738,79.05405405405406,Winter
FL00153,2024-03-15,AL004,AC013,AP018,AP016,2024-03-15 05:00:00,2024-03-15 05:04:00,4.0,Air Traffic,Delayed,293,7521,325,251,592.0,148592,77.23076923076924,Spring
FL00154,2024-04-09,AL008,AC026,AP004,AP013,2024-04-09 16:15:00,2024-04-09 18:03:00,108.0,Crew,Delayed,304,8367,189,178,576.0,102528,94.17989417989418,Spring
FL00155,2025-11-02,AL005,AC024,AP018,AP014,2025-11-02 20:15:00,2025-11-02 20:41:00,26.0,Late Aircraft,Delayed,240,1997,296,235,321.0,75435,79.3918918918919,Autumn
FL00156,2023-04-03,AL004,AC028,AP022,AP023,2023-04-03 17:30:00,2023-04-03 17:45:00,15.0,Security,Delayed,78,2564,296,208,237.0,49296,70.27027027027027,Spring
FL00157,2024-09-10,AL006,AC026,AP030,AP025,2024-09-10 15:45:00,2024-09-10 15:55:00,10.0,Security,Delayed,715,420,189,135,81.0,10935,71.42857142857143,Autumn
FL00158,2023-06-15,AL007,AC007,AP029,AP008,2023-06-15 11:30:00,2023-06-15 11:32:00,2.0,Technical,Delayed,204,6931,300,222,572.0,126984,74.0,Summer
FL00159,2023-01-15,AL007,AC010,AP004,AP020,2023-01-15 13:15:00,2023-01-15 13:21:00,6.0,Crew,Delayed,414,7389,396,261,313.0,81693,65.9090909090909,Winter
FL00160,2024-09-17,AL002,AC036,AP006,AP025,2024-09-17 18:45:00,2024-09-17 18:50:00,5.0,Air Traffic,Delayed,359,1628,180,144,606.0,87264,80.0,Autumn
FL00161,2024-10-02,AL009,AC029,AP019,AP012,2024-10-02 12:00:00,2024-10-02 12:02:00,2.0,Crew,Delayed,52,3351,220,195,199.0,38805,88.63636363636364,Autumn
FL00162,2024-04-25,AL003,AC011,AP022,AP013,2024-04-25 19:45:00,2024-04-25 19:53:00,8.0,Security,Delayed,584,8441,300,266,282.0,75012,88.66666666666667,Spring
FL00163,2025-11-27,AL005,AC032,AP030,AP007,2025-11-27 07:15:00,2025-11-27 07:30:00,15.0,Weather,Cancelled,282,2672,396,0,363.0,0,0.0,Autumn
FL00164,2025-08-01,AL008,AC028,AP010,AP017,2025-08-01 07:00:00,2025-08-01 07:02:00,2.0,Technical,Delayed,661,1538,296,211,362.0,120270,71.28378378378379,Summer
FL00165,2025-12-22,AL009,AC031,AP030,AP027,2025-12-22 22:15:00,2025-12-22 22:23:00,8.0,Technical,Delayed,612,3946,300,206,76.0,15656,68.66666666666667,Winter
FL00166,2024-03-21,AL006,AC001,AP027,AP020,2024-03-21 11:45:00,2024-03-21 11:47:00,2.0,Crew,Delayed,76,594,325,212,123.0,26076,65.23076923076923,Spring
FL00167,2024-06-10,AL007,AC010,AP002,AP025,2024-06-10 18:15:00,2024-06-10 18:21:00,6.0,Weather,Delayed,358,8372,396,318,134.0,42612,80.3030303030303,Summer
FL00168,2025-12-21,AL002,AC009,AP018,AP024,2025-12-21 21:30:00,2025-12-21 21:33:00,3.0,Crew,Delayed,564,2511,296,293,541.0,158513,98.98648648648648,Winter
FL00169,2025-06-11,AL009,AC039,AP004,AP007,2025-06-11 15:15:00,2025-06-11 15:22:00,7.0,Air Traffic,Delayed,54,7431,300,212,427.0,90524,70.66666666666667,Summer
FL00170,2023-12-28,AL009,AC032,AP012,AP006,2023-12-28 09:00:00,2023-12-28 09:02:00,2.0,Late Aircraft,Delayed,275,5632,396,312,377.0,117624,78.78787878787878,Winter
FL00171,2024-07-03,AL009,AC012,AP006,AP008,2024-07-03 21:00:00,2024-07-03 21:00:00,0.0,No Delay,On Time,504,3780,189,162,132.0,21384,85.71428571428571,Summer
FL00172,2023-08-11,AL005,AC026,AP025,AP019,2023-08-11 13:45:00,2023-08-11 13:57:00,12.0,Weather,Delayed,257,1821,189,163,412.0,67156,86.24338624338624,Summer
FL00173,2024-03-18,AL001,AC025,AP002,AP023,2024-03-18 20:45:00,2024-03-18 20:47:00,2.0,Security,Delayed,488,5041,296,219,329.0,72051,73.98648648648648,Spring
FL00174,2025-10-27,AL003,AC030,AP019,AP018,2025-10-27 21:15:00,2025-10-27 21:20:00,5.0,Security,Delayed,415,4362,325,236,75.0,17700,72.61538461538461,Autumn
FL00175,2025-04-25,AL005,AC032,AP009,AP016,2025-04-25 14:15:00,2025-04-25 14:18:00,3.0,Technical,Delayed,429,5649,396,333,571.0,190143,84.0909090909091,Spring
FL00176,2023-08-30,AL007,AC017,AP010,AP022,2023-08-30 08:15:00,2023-08-30 08:25:00,10.0,Crew,Delayed,592,6451,296,146,504.0,73584,49.32432432432432,Summer
FL00177,2024-07-17,AL003,AC007,AP007,AP012,2024-07-17 16:15:00,2024-07-17 16:34:00,19.0,Air Traffic,Delayed,435,1696,300,192,571.0,109632,64.0,Summer
FL00178,2023-11-30,AL008,AC018,AP019,AP030,2023-11-30 06:15:00,2023-11-30 06:17:00,2.0,Weather,Delayed,709,3590,189,134,189.0,25326,70.8994708994709,Autumn
FL00179,2024-08-29,AL005,AC017,AP030,AP008,2024-08-29 05:00:00,2024-08-29 05:14:00,14.0,Security,Delayed,226,1135,296,240,471.0,113040,81.08108108108108,Summer
FL00180,2023-06-15,AL010,AC019,AP016,AP018,2023-06-15 21:45:00,2023-06-15 21:56:00,11.0,Security,Delayed,494,3935,296,203,245.0,49735,68.58108108108108,Summer
FL00181,2025-05-01,AL005,AC019,AP009,AP027,2025-05-01 13:00:00,2025-05-01 13:11:00,11.0,Late Aircraft,Delayed,705,1585,296,168,136.0,22848,56.75675675675676,Spring
FL00182,2024-05-29,AL007,AC011,AP013,AP016,2024-05-29 20:30:00,2024-05-29 20:43:00,13.0,Late Aircraft,Delayed,428,4721,300,229,591.0,135339,76.33333333333333,Spring
FL00183,2025-05-09,AL007,AC040,AP007,AP012,2025-05-09 15:30:00,2025-05-09 15:32:00,2.0,Air Traffic,Delayed,655,6641,220,169,621.0,104949,76.81818181818181,Spring
FL00184,2025-09-13,AL006,AC019,AP030,AP007,2025-09-13 21:45:00,2025-09-13 21:48:00,3.0,Technical,Delayed,459,3530,296,256,502.0,128512,86.48648648648648,Autumn
FL00185,2024-01-02,AL005,AC017,AP014,AP021,2024-01-02 13:15:00,2024-01-02 13:24:00,9.0,Air Traffic,Delayed,507,3588,296,293,391.0,114563,98.98648648648648,Winter
FL00186,2024-11-03,AL005,AC018,AP023,AP004,2024-11-03 18:30:00,2024-11-03 18:43:00,13.0,Security,Delayed,636,2455,189,164,638.0,104632,86.77248677248677,Autumn
FL00187,2025-08-09,AL009,AC006,AP030,AP023,2025-08-09 21:45:00,2025-08-09 21:55:00,10.0,Air Traffic,Delayed,639,6361,300,257,600.0,154200,85.66666666666667,Summer
FL00188,2024-01-13,AL009,AC012,AP012,AP008,2024-01-13 07:00:00,2024-01-13 07:11:00,11.0,Unknown,Delayed,161,797,189,139,233.0,32387,73.54497354497354,Winter
FL00189,2025-02-10,AL002,AC001,AP022,AP004,2025-02-10 12:00:00,2025-02-10 12:07:00,7.0,Weather,Delayed,569,3170,325,321,101.0,32421,98.76923076923076,Winter
FL00190,2025-05-30,AL002,AC014,AP007,AP020,2025-05-30 08:15:00,2025-05-30 08:24:00,9.0,Technical,Delayed,635,2843,325,235,193.0,45355,72.3076923076923,Spring
FL00191,2023-04-22,AL003,AC006,AP005,AP026,2023-04-22 14:30:00,2023-04-22 14:34:00,4.0,Air Traffic,Cancelled,644,1054,300,0,518.0,0,0.0,Spring
FL00192,2023-06-08,AL004,AC024,AP023,AP013,2023-06-08 16:00:00,2023-06-08 16:08:00,8.0,Security,Delayed,603,492,296,219,433.0,94827,73.98648648648648,Summer
FL00193,2024-11-30,AL008,AC036,AP002,AP021,2024-11-30 21:30:00,2024-11-30 21:42:00,12.0,Late Aircraft,Delayed,383,5214,180,125,526.0,65750,69.44444444444444,Autumn
FL00194,2025-05-02,AL008,AC034,AP011,AP022,2025-05-02 07:00:00,2025-05-02 07:14:00,14.0,Crew,Delayed,300,3140,300,296,459.0,135864,98.66666666666669,Spring
FL00195,2025-03-10,AL004,AC016,AP019,AP025,2025-03-10 10:45:00,2025-03-10 10:45:00,0.0,No Delay,On Time,228,6479,189,141,278.0,39198,74.60317460317461,Spring
FL00196,2023-03-12,AL006,AC005,AP024,AP004,2023-03-12 15:45:00,2023-03-12 15:54:00,9.0,Weather,Delayed,593,2440,325,275,255.0,70125,84.61538461538461,Spring
FL00197,2024-08-12,AL001,AC001,AP029,AP011,2024-08-12 06:30:00,2024-08-12 06:39:00,9.0,Weather,Delayed,400,7664,325,239,475.0,113525,73.53846153846155,Summer
FL00198,2023-09-06,AL003,AC008,AP020,AP001,2023-09-06 17:00:00,2023-09-06 17:45:00,45.0,Security,Delayed,209,5868,300,197,201.0,39597,65.66666666666666,Autumn
FL00199,2025-11-17,AL007,AC037,AP011,AP027,2025-11-17 11:15:00,2025-11-17 12:25:00,70.0,Air Traffic,Delayed,104,1054,220,135,525.0,70875,61.36363636363637,Autumn
FL00200,2023-01-17,AL006,AC007,AP003,AP013,2023-01-17 10:00:00,2023-01-17 11:56:00,116.0,Late Aircraft,Delayed,96,3907,300,151,206.0,31106,50.33333333333333,Winter
FL00201,2025-06-16,AL007,AC033,AP004,AP007,2025-06-16 08:15:00,2025-06-16 08:30:00,15.0,Technical,Delayed,509,3992,220,211,610.0,128710,95.9090909090909,Summer
FL00202,2023-10-21,AL001,AC024,AP009,AP019,2023-10-21 14:00:00,2023-10-21 14:08:00,8.0,Security,Delayed,220,2665,296,254,165.0,41910,85.8108108108108,Autumn
FL00203,2025-05-30,AL004,AC021,AP029,AP009,2025-05-30 18:45:00,2025-05-30 18:59:00,14.0,Technical,Delayed,442,1608,325,229,445.0,101905,70.46153846153847,Spring
FL00204,2023-07-11,AL007,AC019,AP028,AP013,2023-07-11 14:45:00,2023-07-11 14:49:00,4.0,Air Traffic,Delayed,680,5745,296,255,554.0,141270,86.14864864864865,Summer
FL00205,2025-06-07,AL005,AC009,AP019,AP006,2025-06-07 14:30:00,2025-06-07 14:39:00,9.0,Air Traffic,Delayed,127,4788,296,293,429.0,125697,98.98648648648648,Summer
FL00206,2023-03-31,AL010,AC026,AP005,AP014,2023-03-31 06:30:00,2023-03-31 06:37:00,7.0,Late Aircraft,Delayed,313,6420,189,148,210.0,31080,78.3068783068783,Spring
FL00207,2025-04-17,AL004,AC014,AP029,AP003,2025-04-17 21:00:00,2025-04-17 22:23:00,83.0,Air Traffic,Delayed,363,1105,325,198,489.0,96822,60.92307692307693,Spring
FL00208,2023-04-24,AL006,AC004,AP007,AP021,2023-04-24 16:30:00,2023-04-24 18:10:00,100.0,Weather,Delayed,190,2426,180,178,416.0,74048,98.88888888888889,Spring
FL00209,2024-02-03,AL008,AC039,AP030,AP001,2024-02-03 06:30:00,2024-02-03 06:32:00,2.0,Late Aircraft,Delayed,326,8135,300,240,458.0,109920,80.0,Winter
FL00210,2023-03-31,AL003,AC005,AP017,AP011,2023-03-31 22:00:00,2023-03-31 22:10:00,10.0,Weather,Delayed,518,4479,325,239,271.0,64769,73.53846153846155,Spring
FL00211,2025-03-07,AL010,AC029,AP006,AP019,2025-03-07 12:45:00,2025-03-07 13:08:00,23.0,Crew,Delayed,364,4398,220,179,607.0,108653,81.36363636363636,Spring
FL00212,2024-07-31,AL003,AC023,AP022,AP013,2024-07-31 16:00:00,2024-07-31 16:11:00,11.0,Late Aircraft,Delayed,353,1043,180,114,269.0,30666,63.33333333333333,Summer
FL00213,2024-06-24,AL010,AC033,AP013,AP019,2024-06-24 14:00:00,2024-06-24 14:09:00,9.0,Crew,Delayed,525,1202,220,190,174.0,33060,86.36363636363636,Summer
FL00214,2025-10-29,AL002,AC034,AP022,AP002,2025-10-29 10:15:00,2025-10-29 10:16:00,1.0,Security,Delayed,421,5240,300,197,149.0,29353,65.66666666666666,Autumn
FL00215,2025-03-19,AL006,AC005,AP020,AP004,2025-03-19 14:30:00,2025-03-19 14:42:00,12.0,Weather,Delayed,376,670,325,269,649.0,174581,82.76923076923077,Spring
FL00216,2025-11-10,AL007,AC007,AP017,AP022,2025-11-10 13:15:00,2025-11-10 13:30:00,15.0,Late Aircraft,Delayed,200,6408,300,232,293.0,67976,77.33333333333333,Autumn
FL00217,2024-03-14,AL001,AC012,AP016,AP008,2024-03-14 16:30:00,2024-03-14 16:30:00,0.0,No Delay,On Time,115,631,189,152,611.0,92872,80.42328042328042,Spring
FL00218,2024-08-30,AL006,AC024,AP005,AP012,2024-08-30 11:00:00,2024-08-30 11:59:00,59.0,Technical,Delayed,574,3098,296,199,390.0,77610,67.22972972972973,Summer
FL00219,2025-01-17,AL005,AC030,AP019,AP022,2025-01-17 20:00:00,2025-01-17 20:00:00,0.0,No Delay,On Time,285,4909,325,179,617.0,110443,55.07692307692308,Winter
FL00220,2024-07-05,AL004,AC024,AP020,AP028,2024-07-05 18:45:00,2024-07-05 18:52:00,7.0,Technical,Delayed,238,2176,296,207,483.0,99981,69.93243243243244,Summer
FL00221,2023-10-09,AL002,AC035,AP029,AP008,2023-10-09 13:00:00,2023-10-09 13:10:00,10.0,Technical,Delayed,520,4615,189,150,471.0,70650,79.36507936507937,Autumn
FL00222,2024-11-18,AL004,AC036,AP007,AP010,2024-11-18 22:15:00,2024-11-18 22:27:00,12.0,Air Traffic,Delayed,125,8448,180,157,220.0,34540,87.22222222222223,Autumn
FL00223,2023-05-06,AL008,AC016,AP018,AP019,2023-05-06 08:30:00,2023-05-06 08:33:00,3.0,Technical,Delayed,480,3243,189,154,461.0,70994,81.48148148148148,Spring
FL00224,2024-12-17,AL005,AC002,AP011,AP014,2024-12-17 19:45:00,2024-12-17 19:59:00,14.0,Late Aircraft,Delayed,483,7430,300,236,580.0,136880,78.66666666666666,Winter
FL00225,2024-06-28,AL003,AC022,AP005,AP007,2024-06-28 06:00:00,2024-06-28 06:05:00,5.0,Security,Delayed,285,5938,300,226,353.0,79778,75.33333333333333,Summer
FL00226,2025-05-19,AL005,AC025,AP010,AP019,2025-05-19 20:00:00,2025-05-19 20:15:00,15.0,Late Aircraft,Delayed,566,8309,296,270,381.0,102870,91.2162162162162,Spring
FL00227,2024-12-04,AL001,AC010,AP004,AP003,2024-12-04 09:30:00,2024-12-04 09:37:00,7.0,Air Traffic,Delayed,336,4915,396,392,112.0,43904,98.989898989899,Winter
FL00228,2024-12-31,AL002,AC022,AP029,AP026,2024-12-31 22:30:00,2025-01-01 00:05:00,95.0,Security,Delayed,271,4662,300,228,400.0,91200,76.0,Winter
FL00229,2023-08-20,AL001,AC002,AP006,AP007,2023-08-20 15:30:00,2023-08-20 15:40:00,10.0,Air Traffic,Delayed,112,2786,300,273,449.0,122577,91.0,Summer
FL00230,2025-07-04,AL007,AC035,AP002,AP011,2025-07-04 07:45:00,2025-07-04 07:52:00,7.0,Weather,Delayed,250,543,189,174,403.0,70122,92.06349206349206,Summer
FL00231,2024-10-31,AL007,AC023,AP004,AP016,2024-10-31 20:15:00,2024-10-31 20:21:00,6.0,Air Traffic,Delayed,122,8052,180,131,126.0,16506,72.77777777777777,Autumn
FL00232,2025-03-01,AL002,AC001,AP026,AP030,2025-03-01 19:45:00,2025-03-01 22:27:00,162.0,Crew,Severely Delayed,146,4234,325,305,646.0,197030,93.84615384615384,Spring
FL00233,2025-12-09,AL009,AC021,AP023,AP026,2025-12-09 19:00:00,2025-12-09 19:15:00,15.0,Technical,Delayed,643,7575,325,222,270.0,59940,68.3076923076923,Winter
FL00234,2024-05-24,AL006,AC030,AP015,AP028,2024-05-24 07:30:00,2024-05-24 07:36:00,6.0,Crew,Delayed,138,2730,325,282,377.0,106314,86.76923076923076,Spring
FL00235,2024-02-07,AL010,AC038,AP028,AP018,2024-02-07 18:15:00,2024-02-07 18:28:00,13.0,Security,Delayed,404,4170,189,153,416.0,63648,80.95238095238095,Winter
FL00236,2024-02-24,AL006,AC016,AP024,AP005,2024-02-24 21:15:00,2024-02-24 21:18:00,3.0,Security,Delayed,360,1099,189,148,186.0,27528,78.3068783068783,Winter
FL00237,2025-07-11,AL002,AC007,AP017,AP008,2025-07-11 19:30:00,2025-07-11 19:34:00,4.0,Crew,Delayed,251,1515,300,247,313.0,77311,82.33333333333334,Summer
FL00238,2025-01-15,AL010,AC037,AP004,AP020,2025-01-15 14:30:00,2025-01-15 14:39:00,9.0,Technical,Delayed,546,3568,220,132,389.0,51348,60.0,Winter
FL00239,2023-12-14,AL006,AC021,AP001,AP013,2023-12-14 19:30:00,2023-12-14 22:12:00,162.0,Air Traffic,Severely Delayed,548,3460,325,162,634.0,102708,49.84615384615385,Winter
FL00240,2025-12-31,AL005,AC019,AP018,AP030,2025-12-31 14:30:00,2025-12-31 14:31:00,1.0,Late Aircraft,Delayed,469,7403,296,217,494.0,107198,73.3108108108108,Winter
FL00241,2023-04-16,AL005,AC026,AP020,AP021,2023-04-16 14:00:00,2023-04-16 14:03:00,3.0,Crew,Delayed,144,3042,189,149,99.0,14751,78.83597883597884,Spring
FL00242,2024-05-10,AL005,AC028,AP030,AP007,2024-05-10 12:30:00,2024-05-10 12:38:00,8.0,Security,Delayed,483,622,296,190,255.0,48450,64.1891891891892,Spring
FL00243,2024-10-22,AL003,AC011,AP014,AP003,2024-10-22 14:00:00,2024-10-22 14:43:00,43.0,Weather,Delayed,444,5883,300,225,276.0,62100,75.0,Autumn
FL00244,2024-10-14,AL008,AC038,AP012,AP005,2024-10-14 13:15:00,2024-10-14 13:25:00,10.0,Weather,Delayed,214,3464,189,95,471.0,44745,50.264550264550266,Autumn
FL00245,2025-03-05,AL002,AC029,AP021,AP023,2025-03-05 20:00:00,2025-03-05 20:03:00,3.0,Air Traffic,Delayed,497,7347,220,114,211.0,24054,51.81818181818182,Spring
FL00246,2023-10-23,AL008,AC032,AP003,AP024,2023-10-23 15:00:00,2023-10-23 15:12:00,12.0,Late Aircraft,Delayed,703,4087,396,263,447.0,117561,66.41414141414141,Autumn
FL00247,2024-12-20,AL002,AC014,AP023,AP030,2024-12-20 08:15:00,2024-12-20 08:21:00,6.0,Late Aircraft,Delayed,90,8390,325,217,281.0,60977,66.76923076923077,Winter
FL00248,2023-10-23,AL008,AC039,AP007,AP015,2023-10-23 22:00:00,2023-10-23 22:15:00,15.0,Security,Delayed,101,3200,300,158,523.0,82634,52.66666666666666,Autumn
FL00249,2023-05-07,AL008,AC031,AP011,AP007,2023-05-07 08:15:00,2023-05-07 08:24:00,9.0,Technical,Delayed,226,3024,300,244,230.0,56120,81.33333333333333,Spring
FL00250,2023-09-22,AL003,AC013,AP012,AP025,2023-09-22 20:30:00,2023-09-22 20:42:00,12.0,Weather,Delayed,658,1447,325,230,405.0,93150,70.76923076923077,Autumn
FL00251,2024-12-21,AL003,AC017,AP016,AP028,2024-12-21 19:00:00,2024-12-21 19:09:00,9.0,Weather,Delayed,525,2482,296,183,122.0,22326,61.82432432432432,Winter
FL00252,2025-04-03,AL002,AC001,AP011,AP019,2025-04-03 17:15:00,2025-04-03 17:23:00,8.0,Security,Delayed,135,5841,325,293,451.0,132143,90.15384615384616,Spring
FL00253,2023-06-30,AL007,AC013,AP001,AP025,2023-06-30 15:15:00,2023-06-30 15:21:00,6.0,Weather,Delayed,322,1166,325,264,94.0,24816,81.23076923076923,Summer
FL00254,2025-02-10,AL006,AC006,AP025,AP030,2025-02-10 20:45:00,2025-02-10 22:49:00,124.0,Air Traffic,Severely Delayed,268,4950,300,263,172.0,45236,87.66666666666667,Winter
FL00255,2025-04-12,AL001,AC036,AP019,AP029,2025-04-12 14:30:00,2025-04-12 14:43:00,13.0,Weather,Delayed,477,8155,180,117,117.0,13689,65.0,Spring
FL00256,2023-07-19,AL004,AC023,AP019,AP026,2023-07-19 16:30:00,2023-07-19 16:35:00,5.0,Security,Delayed,715,3144,180,119,574.0,68306,66.11111111111111,Summer
FL00257,2023-01-30,AL003,AC024,AP030,AP003,2023-01-30 13:15:00,2023-01-30 13:17:00,2.0,Air Traffic,Delayed,420,6298,296,233,96.0,22368,78.71621621621621,Winter
FL00258,2023-01-25,AL006,AC015,AP021,AP020,2023-01-25 06:00:00,2023-01-25 06:00:00,0.0,No Delay,On Time,538,6265,396,299,532.0,159068,75.5050505050505,Winter
FL00259,2023-02-08,AL008,AC029,AP016,AP017,2023-02-08 14:45:00,2023-02-08 14:48:00,3.0,Technical,Delayed,339,4506,220,131,308.0,40348,59.54545454545455,Winter
FL00260,2023-11-27,AL004,AC020,AP001,AP027,2023-11-27 21:45:00,2023-11-27 21:51:00,6.0,Late Aircraft,Delayed,537,917,396,265,551.0,146015,66.91919191919192,Autumn
FL00261,2023-02-02,AL004,AC021,AP017,AP016,2023-02-02 09:45:00,2023-02-02 09:48:00,3.0,Security,Delayed,547,7255,325,269,472.0,126968,82.76923076923077,Winter
FL00262,2024-05-23,AL002,AC034,AP025,AP022,2024-05-23 16:45:00,2024-05-23 16:59:00,14.0,Late Aircraft,Delayed,683,5279,300,171,464.0,79344,56.99999999999999,Spring
FL00263,2024-03-10,AL009,AC030,AP009,AP028,2024-03-10 15:30:00,2024-03-10 15:39:00,9.0,Crew,Delayed,691,6716,325,172,328.0,56416,52.92307692307693,Spring
FL00264,2023-06-29,AL001,AC030,AP023,AP026,2023-06-29 07:30:00,2023-06-29 07:39:00,9.0,Security,Delayed,151,5961,325,202,183.0,36966,62.15384615384615,Summer
FL00265,2024-03-11,AL001,AC012,AP015,AP019,2024-03-11 06:45:00,2024-03-11 08:26:00,101.0,Air Traffic,Delayed,145,8391,189,137,222.0,30414,72.4867724867725,Spring
FL00266,2024-12-14,AL010,AC001,AP023,AP015,2024-12-14 08:45:00,2024-12-14 08:45:00,0.0,No Delay,On Time,468,2517,325,298,442.0,131716,91.6923076923077,Winter
FL00267,2025-08-09,AL009,AC013,AP007,AP028,2025-08-09 07:00:00,2025-08-09 07:04:00,4.0,Late Aircraft,Delayed,152,824,325,262,554.0,145148,80.61538461538461,Summer
FL00268,2025-10-21,AL005,AC032,AP024,AP022,2025-10-21 22:00:00,2025-10-21 22:02:00,2.0,Late Aircraft,Cancelled,629,6017,396,0,614.0,0,0.0,Autumn
FL00269,2023-08-14,AL002,AC039,AP018,AP026,2023-08-14 22:00:00,2023-08-14 22:45:00,45.0,Security,Delayed,262,5393,300,228,189.0,43092,76.0,Summer
FL00270,2025-11-20,AL007,AC009,AP019,AP010,2025-11-20 22:30:00,2025-11-20 22:41:00,11.0,Weather,Delayed,454,2813,296,233,646.0,150518,78.71621621621621,Autumn
FL00271,2025-11-13,AL002,AC008,AP003,AP029,2025-11-13 08:15:00,2025-11-13 08:56:00,41.0,Technical,Delayed,709,1793,300,195,166.0,32370,65.0,Autumn
FL00272,2024-06-14,AL010,AC027,AP022,AP010,2024-06-14 13:00:00,2024-06-14 13:03:00,3.0,Weather,Delayed,591,5206,325,221,473.0,104533,68.0,Summer
FL00273,2025-12-20,AL007,AC014,AP030,AP014,2025-12-20 19:45:00,2025-12-20 19:59:00,14.0,Crew,Delayed,437,881,325,266,603.0,160398,81.84615384615384,Winter
FL00274,2023-04-22,AL007,AC013,AP006,AP030,2023-04-22 21:45:00,2023-04-22 21:48:00,3.0,Crew,Delayed,266,4115,325,249,302.0,75198,76.61538461538461,Spring
FL00275,2024-03-19,AL003,AC011,AP028,AP021,2024-03-19 13:00:00,2024-03-19 13:01:00,1.0,Air Traffic,Delayed,671,1638,300,222,441.0,97902,74.0,Spring
FL00276,2024-09-27,AL003,AC033,AP021,AP010,2024-09-27 13:45:00,2024-09-27 13:51:00,6.0,Crew,Delayed,380,2355,220,181,185.0,33485,82.27272727272728,Autumn
FL00277,2025-07-09,AL009,AC017,AP008,AP026,2025-07-09 08:00:00,2025-07-09 08:09:00,9.0,Weather,Delayed,340,7685,296,238,482.0,114716,80.4054054054054,Summer
FL00278,2023-06-03,AL006,AC012,AP002,AP027,2023-06-03 21:30:00,2023-06-03 21:55:00,25.0,Crew,Delayed,640,6042,189,162,529.0,85698,85.71428571428571,Summer
FL00279,2023-05-07,AL008,AC027,AP018,AP004,2023-05-07 17:45:00,2023-05-07 17:55:00,10.0,Crew,Delayed,656,1703,325,201,163.0,32763,61.846153846153854,Spring
FL00280,2024-06-02,AL009,AC027,AP010,AP006,2024-06-02 06:15:00,2024-06-02 06:23:00,8.0,Weather,Delayed,116,5063,325,180,438.0,78840,55.38461538461539,Summer
FL00281,2023-11-08,AL006,AC026,AP002,AP007,2023-11-08 05:30:00,2023-11-08 05:31:00,1.0,Security,Delayed,314,1269,189,177,388.0,68676,93.65079365079364,Autumn
FL00282,2025-10-04,AL006,AC024,AP005,AP003,2025-10-04 11:00:00,2025-10-04 11:04:00,4.0,Weather,Delayed,174,7871,296,237,358.0,84846,80.06756756756756,Autumn
